DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments 
389 - G.I. OBSTRUCTION W CC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,22,42627.68182,5726
390 - G.I. OBSTRUCTION W/O CC/MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,19,26820.42105,3903
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,26,87817.84615,9752.153846
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,153,34040.71242,4422.777778
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,26,37292.42308,6086.615385
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,16,60717.75,7212.625
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,13,207175.3846,40497.07692
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,89,98845.83146,12446.95506
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,25,83017.88,11418.2
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,18,66753.27778,9342.444444
536 - FRACTURES OF HIP & PELVIS W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,13,29908.46154,4109.538462
552 - MEDICAL BACK PROBLEMS W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,27,40914.48148,5010.074074
602 - CELLULITIS W MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,14,73409.85714,9276.714286
603 - CELLULITIS W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,46,31587.91304,5081.978261
638 - DIABETES W CC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,47,34152.70213,5049.021277
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,38,46594.60526,7280.473684
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,127,30068.40945,4215.582677
682 - RENAL FAILURE W MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,64,62650.125,10174.04688
683 - RENAL FAILURE W CC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,102,45201.98039,6706.647059
684 - RENAL FAILURE W/O CC/MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,18,26075.94444,4036
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,22,41703.86364,7375.136364
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,117,35603.75214,4887.581197
811 - RED BLOOD CELL DISORDERS W MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,35,48915.08571,7800.371429
812 - RED BLOOD CELL DISORDERS W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,62,38495.22581,4872.048387
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,14,182378,30506.35714
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,13,179028.9231,36070.07692
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,119,78780.69748,11958.61345
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,45,49223.24444,7007.377778
885 - PSYCHOSES,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,150,22238.48,5649.933333
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,17,35945,4805.941176
948 - SIGNS & SYMPTOMS W/O MCC,490067,SOUTHSIDE REGIONAL MEDICAL CENTER,200 MEDICAL PARK BOULEVARD,PETERSBURG,VA,23805,VA - Richmond,20,29218.95,4152.45
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,16,32336.1875,7010.25
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,17,19584,5618.647059
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,61,37487.60656,11064.36066
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,93,25504.02151,6955.946237
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,30,19674.6,4855.033333
069 - TRANSIENT ISCHEMIA,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,65,18477.72308,4333.892308
101 - SEIZURES W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,20,16476.45,4553.75
149 - DYSEQUILIBRIUM,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,14,18546.92857,3856.714286
176 - PULMONARY EMBOLISM W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,18,22823.88889,6830.388889
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,23,39250.56522,11306.6087
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,154,24346.83766,7882.045455
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,36,20128,7228.305556
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,38,21884.31579,6713
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,19,13453.57895,4728.894737
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,101,30020.9802,8578.584158
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,33,26671.27273,6247.424242
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,17,17312.41176,4320.764706
202 - BRONCHITIS & ASTHMA W CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,24,17555.16667,5007.208333
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,37,59025.64865,15227.21622
238 - MAJOR CARDIOVASC PROCEDURES W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,22,102301.5,20014.40909
243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,25,50103.32,15020.72
244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,12,43694.58333,13053.5
246 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W MCC OR 4+ VESSELS/STENTS,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,17,110111.1176,20297.05882
247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,74,87526.16216,12945.33784
249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,25,73417.68,10377.24
251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,14,63578.35714,11117.42857
252 - OTHER VASCULAR PROCEDURES W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,27,61558.11111,17909.33333
253 - OTHER VASCULAR PROCEDURES W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,25,59813.24,15591.76
254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,12,38400.16667,9457.333333
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,26,43795.80769,10945.88462
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,21,30654.71429,7020.285714
"286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC",490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,17,55548.05882,11670.76471
"287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC",490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,62,46774.77419,6776.177419
291 - HEART FAILURE & SHOCK W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,184,28137.46196,8808.668478
292 - HEART FAILURE & SHOCK W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,98,20768.36735,6379.22449
293 - HEART FAILURE & SHOCK W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,39,13327.07692,4154.769231
300 - PERIPHERAL VASCULAR DISORDERS W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,15,24743.4,5819.533333
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,34,24721,7983.147059
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,55,16832.10909,4997.672727
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,41,12432.85366,3435.487805
312 - SYNCOPE & COLLAPSE,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,68,14739.61765,4271.794118
313 - CHEST PAIN,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,20,12500.35,3457.2
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,45,35300.88889,10517.4
315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,18,15930.11111,5739.833333
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,29,160608.7586,41022.2069
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,38,63029.71053,15120.55263
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,21,26352.47619,7762.619048
377 - G.I. HEMORRHAGE W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,60,33144.9,10315.18333
378 - G.I. HEMORRHAGE W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,135,19108.75556,6063.696296
379 - G.I. HEMORRHAGE W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,18,13863.72222,4263.555556
389 - G.I. OBSTRUCTION W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,25,22020.12,5745
390 - G.I. OBSTRUCTION W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,23,16244.47826,3845.217391
"391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC",490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,32,29889.25,7051.75
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,85,20074.96471,4436.188235
394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,24,25793.66667,6355.5
418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,14,47787.5,10004.21429
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,21,36060.14286,6824.047619
439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,18,25186.72222,7565.277778
460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,11,143319.8182,26274.45455
469 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,30,85041.4,20451.2
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,264,53914.8447,12455.29167
480 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,18,75562.61111,19349.38889
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,58,56427.2931,11044.84483
482 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,17,46238.88235,8837.176471
536 - FRACTURES OF HIP & PELVIS W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,17,13960.11765,4264.117647
552 - MEDICAL BACK PROBLEMS W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,26,19543.46154,4845.192308
"563 - FX, SPRN, STRN & DISL EXCEPT FEMUR, HIP, PELVIS & THIGH W/O MCC",490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,21,16594.19048,4188.714286
603 - CELLULITIS W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,48,20302.47917,5162.6875
638 - DIABETES W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,35,15320.37143,4942.828571
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,28,20623.17857,6775.642857
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,45,15863.82222,4174.288889
682 - RENAL FAILURE W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,171,25302.72515,9478.649123
683 - RENAL FAILURE W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,180,19468.89444,6036.544444
684 - RENAL FAILURE W/O CC/MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,22,13203.86364,3918.409091
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,57,22834.49123,7100.578947
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,78,16913.53846,4800.282051
698 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,31,30233.45161,9155.064516
699 - OTHER KIDNEY & URINARY TRACT DIAGNOSES W CC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,18,21605.55556,5907.222222
811 - RED BLOOD CELL DISORDERS W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,21,32001,8087.619048
812 - RED BLOOD CELL DISORDERS W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,39,19742.05128,4875.25641
853 - INFECTIOUS & PARASITIC DISEASES W O.R. PROCEDURE W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,64,122578.5625,34318.25
870 - SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,26,210296.6154,52514.84615
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,554,42006.36282,11748.22924
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,111,26541.14414,7123.792793
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,22,25631,8579.363636
948 - SIGNS & SYMPTOMS W/O MCC,490069,BON SECOURS - MEMORIAL REGIONAL MEDICAL,8260 ATLEE ROAD,MECHANICSVILLE,VA,23116,VA - Richmond,12,16719.58333,4115.5
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,11,34409.72727,10624
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,13,13101.84615,5256.538462
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,490075,DANVILLE REGIONAL MEDICAL CENTER,142 SOUTH MAIN STREET,DANVILLE,VA,24541,NC - Durham,35,28430.14286,9721.857143
